grid_id,center_lat,center_lon,n_restaurants,avg_score,cuisine_diversity,n_target,suitability_score,label
-14750_8120,40.602814881149996,-73.75270791574411,17,16.058823529411764,8,0,2.6020753,0
-14750_8121,40.605840515913336,-73.75380998124332,3,10.0,3,0,2.6020753,0
-14750_8122,40.61023345304,-73.7535428115,1,58.0,1,0,4.1928234,0
-14750_8133,40.66646854361,-73.75344502255,4,14.25,2,0,17.972885,0
-14750_8135,40.6792231698125,-73.75309712991125,8,14.5,5,0,24.962313,0
-14750_8136,40.6806948121125,-73.7528181045075,4,12.0,4,0,24.962313,0
-14750_8138,40.694089412165,-73.753478666125,2,15.0,1,0,1.0454824,0
-14750_8140,40.70027925615,-73.75364503031,1,51.0,1,0,0.6198299,0
-14750_8141,40.70708013654,-73.75169013071572,7,14.428571428571429,5,0,1.207606,0
-14750_8142,40.714224125461996,-73.752762888992,5,19.2,5,0,4.500932,0
-14750_8144,40.72480709662,-73.75387149783,1,13.0,1,0,27.914116,0
-14750_8155,40.77632972251,-73.7528354427,1,5.0,1,1,60.174454,1
-14751_8120,40.60484149479,-73.7555543188,1,4.0,1,0,2.6020753,0
-14751_8121,40.60537674308667,-73.75513219498333,3,14.0,3,0,2.6020753,0
-14751_8133,40.66619910282,-73.7570831502725,4,15.5,4,0,12.429555,0
-14751_8134,40.672369988,-73.75997430596,1,46.0,1,0,12.041702,0
-14751_8138,40.693236961240004,-73.75660020696999,4,14.25,4,0,2.0736084,0
-14751_8139,40.69983276029,-73.75534893769,1,95.0,1,0,0.5476854,0
-14751_8141,40.7062198532825,-73.7582550391225,4,13.0,2,0,1.1057009,0
-14751_8142,40.71349761807,-73.75597674267,1,13.0,1,0,3.3597841,0
-14751_8143,40.718842789899995,-73.757784293685,2,19.0,2,0,9.113361,0
-14751_8146,40.73367496674,-73.75880364023,1,13.0,1,0,27.406322,0
-14751_8147,40.73831911261,-73.75879758928,1,11.0,1,1,37.649372,1
