grid_id,center_lat,center_lon,n_restaurants,avg_score,cuisine_diversity,n_target,suitability_score,label
-9212_5092,40.738737418622,-73.7017696578665,4,20.75,3,2,96.61385,1
-9212_5093,40.751885666235005,-73.70276629105301,12,18.5,10,1,93.353714,1
-9213_5090,40.72765130975,-73.71008896187,2,18.5,2,0,91.364136,0
-9213_5092,40.737144895057924,-73.70955729140077,13,13.923076923076923,9,4,96.58919,1
-9213_5093,40.7491412418,-73.7080172631964,5,14.6,4,0,95.4784,0
-9213_5094,40.753338177941,-73.706793265343,1,11.0,1,0,94.13888,0
-9214_5090,40.7261671658025,-73.71723148576909,10,17.6,9,1,89.500015,1
-9214_5091,40.735403459572666,-73.71722739946632,3,10.0,3,1,95.44486,1
-9214_5092,40.74001541811175,-73.715546871272,8,24.375,7,1,97.0081,1
-9214_5093,40.74572538237833,-73.71441212157977,9,19.333333333333332,9,1,96.26093,1
-9214_5094,40.759281066406,-73.713491876883,2,17.0,2,0,65.215256,0
-9215_5086,40.6908641697575,-73.7279404739605,2,29.5,2,0,4.2425404,0
-9215_5090,40.725011216919114,-73.72315123893412,9,10.555555555555555,8,1,87.769485,1
-9215_5092,40.74242589462825,-73.7217782299695,4,20.0,3,2,95.109436,1
-9215_5095,40.7634084132612,-73.7259846276672,5,10.6,4,0,0.09371561,0
-9216_5083,40.66504431346464,-73.73344661592701,14,10.428571428571429,10,0,0.1869581,0
-9216_5084,40.6742228232834,-73.7323996088799,10,13.6,7,0,0.093880095,0
-9216_5086,40.6928108208025,-73.73286804339716,6,11.6,3,0,3.527799,0
-9216_5089,40.715299097147664,-73.7346357882514,15,13.466666666666667,8,0,64.83835,0
-9216_5090,40.724486968867595,-73.731097299845,5,12.25,5,1,82.07342,1
-9216_5091,40.728414771005,-73.735828855036,1,9.0,1,0,78.80798,0
-9216_5094,40.75457176298,-73.7284661342,1,40.0,1,0,4.8933554,0
-9216_5095,40.7604378097045,-73.731386489516,6,18.2,5,0,0.053832185,0
-9216_5096,40.77130644578106,-73.7349487253553,17,14.470588235294118,12,0,0.02207025,0
-9217_5079,40.636898139343,-73.7406603384275,2,11.5,2,0,2.2462389e-06,0
-9217_5082,40.66028131248233,-73.73937423793068,6,12.833333333333334,5,0,0.1527632,0
-9217_5083,40.667120871756,-73.73697131978733,3,10.333333333333334,2,0,0.07899634,0
-9217_5084,40.6760633652116,-73.74033489049134,15,18.153846153846153,6,0,0.027230904,0
-9217_5086,40.694605050006835,-73.73844921212083,6,15.2,5,0,2.002287,0
-9217_5087,40.69631582857675,-73.74334037926275,4,11.0,4,0,1.4162762,0
-9217_5088,40.7052305398655,-73.73983802477925,4,15.25,3,0,5.881932,0
-9217_5089,40.71633313783801,-73.73848184714834,18,16.11111111111111,11,1,66.95059,1
-9217_5090,40.72575902748533,-73.74036249735167,3,8.0,3,0,69.0038,0
-9217_5091,40.7313365214848,-73.73954226759079,5,11.8,4,0,64.93576,0
-9217_5094,40.755536294462,-73.738399124866,1,7.0,1,0,0.047654588,0
-9217_5095,40.76730874797728,-73.73845842969615,7,16.714285714285715,6,0,0.03099813,0
-9217_5096,40.769758228587214,-73.73699102394929,14,12.153846153846153,8,0,0.013766459,0
-9218_5074,40.59511925786,-73.75039051128,1,12.0,1,0,0.57010555,0
-9218_5075,40.603278374619,-73.75064349729888,8,16.285714285714285,7,0,0.5701053,0
-9218_5079,40.637485043437,-73.745338442796,1,7.0,1,0,2.2462389e-06,0
-9218_5083,40.66806230389933,-73.74962629058467,3,15.333333333333334,3,0,0.023695836,0
-9218_5084,40.678247518142335,-73.746813401716,9,18.77777777777778,4,0,0.018813312,0
